CustomerID,CustomerName,BirthDate,Gender,MaritalStatus,TotalChildren,HouseOwnerFlag,NumberCarsOwned,Education,Occupation,Continent,Country,State,City,YearlyIncome,DateFirstPurchase
11642,Morgan Hughes,1976-06-24,F,M,1,1,1,Bachelors,Skilled Manual,North America,Canada,British Columbia,Oak Bay,50000.00,2013-02-09
11643,Naomi Munoz,1976-01-24,F,M,1,1,1,Bachelors,Skilled Manual,North America,United States,Washington,Burien,50000.00,2013-04-21
11644,Charles Torres,1975-04-06,M,S,2,1,0,Bachelors,Skilled Manual,North America,United States,Washington,Redmond,40000.00,2013-05-17
11645,Gabriella Turner,1975-04-18,F,S,2,1,0,Bachelors,Skilled Manual,North America,United States,Oregon,Salem,40000.00,2013-11-10
11646,Anna Foster,1980-03-15,F,S,2,1,0,Bachelors,Skilled Manual,North America,United States,Washington,Burien,40000.00,2013-07-15
11647,Randy Wu,1975-03-22,M,S,2,0,0,Bachelors,Skilled Manual,North America,Canada,British Columbia,Cliffside,40000.00,2013-02-15
11648,Kevin Scott,1980-04-12,M,S,1,1,0,Graduate Degree,Professional,North America,United States,California,Chula Vista,60000.00,2013-08-28
11649,Ian White,1980-01-23,M,M,1,1,0,Graduate Degree,Professional,North America,United States,California,Newport Beach,60000.00,2013-04-05
11650,Caleb Hayes,1975-01-23,M,M,1,1,0,Graduate Degree,Professional,North America,United States,California,Glendale,60000.00,2013-02-15
11651,Patricia Garcia,1982-12-13,F,M,1,1,0,Graduate Degree,Professional,North America,Canada,British Columbia,Cliffside,60000.00,2013-03-04
11652,Samuel Russell,1982-05-01,M,M,1,1,0,Graduate Degree,Professional,North America,Canada,British Columbia,Vancouver,60000.00,2013-06-26
11653,Sydney Peterson,1982-06-04,F,S,1,1,0,Graduate Degree,Professional,North America,United States,Oregon,Lebanon,60000.00,2013-04-16
11654,Ariana Sanchez,1977-03-18,F,M,1,1,0,Graduate Degree,Professional,North America,United States,California,Bellflower,60000.00,2011-10-18
11655,Tamara Sharma,1982-03-28,F,S,2,1,0,Graduate Degree,Professional,North America,United States,California,Concord,70000.00,2013-09-29
11656,Katelyn Perez,1977-03-19,F,M,3,1,0,Graduate Degree,Professional,North America,United States,California,Imperial Beach,70000.00,2013-09-11
11657,Megan Cox,1976-10-31,F,M,3,1,0,Graduate Degree,Professional,North America,United States,California,Novato,70000.00,2013-05-25
11658,Robert Mitchell,1985-08-03,M,M,1,1,0,Graduate Degree,Professional,North America,United States,California,Oakland,60000.00,2013-04-23
11659,Miguel Adams,1974-10-20,M,S,1,1,0,Graduate Degree,Professional,North America,Canada,British Columbia,Sooke,60000.00,2013-05-09
11660,Miranda Gonzales,1980-01-19,F,M,1,1,0,Graduate Degree,Professional,North America,Canada,British Columbia,Port Hammond,60000.00,2013-05-08
11661,Jeremiah James,1981-01-03,M,S,1,1,0,Graduate Degree,Professional,North America,Canada,British Columbia,Cliffside,60000.00,2013-04-06
11662,Ethan Kumar,1976-01-01,M,S,2,1,0,Graduate Degree,Professional,North America,United States,Oregon,Milwaukie,60000.00,2013-05-06
11663,Seth Williams,1975-08-25,M,M,4,1,0,Graduate Degree,Professional,North America,United States,Washington,Walla Walla,70000.00,2011-10-28
11664,Alyssa Morgan,1975-08-09,F,S,4,1,0,Graduate Degree,Professional,North America,United States,California,Burlingame,70000.00,2011-10-27
11665,Janet Dominguez,1976-06-11,F,M,4,1,0,Graduate Degree,Professional,North America,United States,California,Chula Vista,70000.00,2011-10-13
11666,Angel Baker,1981-12-13,M,M,2,1,0,Graduate Degree,Professional,North America,United States,California,Torrance,80000.00,2011-10-17
11667,Blake Moore,1972-12-18,M,M,2,1,1,Bachelors,Skilled Manual,North America,United States,Washington,Walla Walla,70000.00,2013-07-04
11668,Jada Collins,1984-03-02,F,S,2,1,1,Bachelors,Skilled Manual,North America,United States,California,Beverly Hills,70000.00,2013-12-16
11669,Isabella Simmons,1978-10-17,F,S,2,1,1,Bachelors,Skilled Manual,North America,United States,Washington,Tacoma,70000.00,2013-08-18
11670,Jacqueline Perry,1973-04-15,F,S,2,1,1,Bachelors,Skilled Manual,North America,United States,California,Grossmont,70000.00,2013-04-13
11671,Jessica Brown,1971-11-15,F,S,3,0,0,Bachelors,Skilled Manual,North America,United States,California,El Cajon,60000.00,2011-10-21
11672,Chad Jai,1972-03-20,M,M,3,1,1,Bachelors,Skilled Manual,North America,United States,California,Beverly Hills,60000.00,2013-07-25
11673,Susan Ye,1977-02-03,F,S,3,1,1,Bachelors,Skilled Manual,North America,United States,Washington,Burien,60000.00,2013-01-30
11674,Morgan Rogers,1972-02-15,F,M,0,1,0,Graduate Degree,Professional,North America,United States,California,Woodland Hills,60000.00,2013-05-30
11675,Devin Martinez,1977-01-29,M,S,4,1,0,Graduate Degree,Professional,North America,United States,Washington,Everett,70000.00,2011-10-25
11676,Alan Hu,1971-08-13,M,M,0,1,0,Graduate Degree,Professional,North America,United States,Minnesota,Branch,80000.00,2013-08-20
11677,Charles Walker,1980-10-10,M,S,2,1,0,Graduate Degree,Professional,North America,Canada,British Columbia,Haney,60000.00,2013-04-05
11678,Johnny Chavez,1974-07-28,M,M,5,1,0,Graduate Degree,Professional,North America,United States,Wyoming,Cheyenne,70000.00,2011-10-10
11679,Dalton Richardson,1974-11-05,M,M,5,1,2,Graduate Degree,Professional,North America,United States,Washington,Puyallup,70000.00,2013-10-13
11680,Kaylee Nelson,1975-03-04,F,M,5,1,2,Graduate Degree,Professional,North America,United States,Washington,Redmond,70000.00,2013-09-01
11681,Abigail Jones,1975-02-04,F,M,5,1,2,Graduate Degree,Professional,North America,United States,Washington,Spokane,70000.00,2013-03-07
11682,Kaitlyn Hall,1980-03-12,F,M,5,0,2,Graduate Degree,Professional,North America,United States,Washington,Tacoma,70000.00,2013-09-05
11683,Greg Taylor,1974-07-05,M,M,2,1,0,Graduate Degree,Professional,North America,United States,California,El Cajon,80000.00,2011-10-05
11684,Devin Parker,1971-03-31,M,S,0,0,1,Bachelors,Professional,North America,United States,Washington,Redmond,40000.00,2013-07-01
11685,Jose Griffin,1970-08-07,M,M,0,0,1,Bachelors,Professional,North America,United States,Oregon,Milwaukie,40000.00,2013-03-11
11686,Luke Edwards,1976-04-09,M,S,0,0,1,Bachelors,Professional,North America,United States,California,Glendale,40000.00,2013-03-08
11687,Cody Torres,1976-07-09,M,S,0,0,1,Bachelors,Professional,North America,United States,California,La Jolla,40000.00,2013-04-12
11688,Victoria Morris,1976-12-21,F,S,3,1,2,Bachelors,Skilled Manual,North America,United States,Washington,Sedro Woolley,80000.00,2011-10-02
11689,Ian Diaz,1971-03-06,M,M,3,1,2,Bachelors,Skilled Manual,North America,United States,Washington,Edmonds,80000.00,2013-08-26
11690,Caroline Butler,1976-01-10,F,M,0,1,0,Graduate Degree,Professional,North America,United States,Washington,Port Orchard,60000.00,2011-10-25
11691,Kaitlyn Wilson,1974-12-30,F,S,0,0,1,Bachelors,Professional,North America,United States,California,Imperial Beach,40000.00,2013-02-08
11692,Caleb Gonzales,1969-12-17,M,M,0,0,1,Bachelors,Professional,North America,United States,California,Burbank,40000.00,2013-07-07
11693,Hailey Diaz,1975-09-21,F,S,4,0,2,Bachelors,Skilled Manual,North America,Canada,British Columbia,Haney,50000.00,2013-01-28
11694,Jonathon Ortega,1969-09-21,M,M,4,1,4,Bachelors,Skilled Manual,North America,United States,California,Colma,50000.00,2013-04-11
11695,Logan Campbell,1969-07-10,M,M,5,1,3,Bachelors,Skilled Manual,North America,United States,California,Beverly Hills,50000.00,2013-04-09
11696,Mackenzie Campbell,1975-04-02,F,S,5,1,3,Bachelors,Skilled Manual,North America,United States,Washington,Tacoma,50000.00,2011-10-01
11697,Eduardo Lee,1975-06-21,M,M,4,1,2,Bachelors,Skilled Manual,North America,United States,California,Oakland,50000.00,2013-08-07
11698,Jackson Wright,1975-11-22,M,M,4,1,2,Bachelors,Skilled Manual,North America,Canada,British Columbia,Metchosin,50000.00,2013-03-31
11699,Chase Peterson,1968-09-12,M,S,4,0,2,Bachelors,Skilled Manual,North America,United States,Washington,Walla Walla,60000.00,2013-05-29
11700,Xavier Richardson,1969-05-24,M,S,4,0,2,Bachelors,Professional,North America,United States,California,Woodland Hills,60000.00,2013-02-02
11701,David Hayes,1985-08-16,M,M,4,1,2,Bachelors,Professional,North America,United States,California,Novato,60000.00,2013-04-24
11702,Jenny Zhou,1974-10-13,F,S,4,1,2,Bachelors,Professional,North America,United States,California,Burlingame,60000.00,2013-05-17
11703,Kaylee Baker,1973-12-22,F,S,0,0,1,Bachelors,Professional,North America,United States,California,La Jolla,60000.00,2013-02-13
11704,Evan Hernandez,1973-11-29,M,S,0,0,1,Bachelors,Professional,North America,United States,California,Santa Cruz,60000.00,2013-07-07
11705,Brooke Richardson,1979-05-18,F,S,2,1,0,Graduate Degree,Professional,North America,United States,California,Woodland Hills,60000.00,2011-10-28
11706,Blake Perez,1968-08-13,M,M,4,1,2,Bachelors,Professional,North America,United States,California,Burlingame,60000.00,2013-03-08
11707,Natalie Cook,1969-06-20,F,S,4,1,3,Bachelors,Professional,North America,United States,California,Woodland Hills,60000.00,2011-10-10
11708,Elizabeth Weisman,1974-09-15,F,S,4,1,3,Bachelors,Professional,North America,United States,California,Lincoln Acres,60000.00,2011-10-25
11709,Hailey Collins,1968-08-18,F,S,3,0,0,Graduate Degree,Professional,North America,Canada,British Columbia,Victoria,60000.00,2013-03-11
11710,Zoe Ramirez,1967-09-17,F,M,3,1,2,High School,Skilled Manual,North America,United States,California,La Jolla,40000.00,2013-11-23
11711,Daniel Davis,1973-12-04,M,S,1,0,1,Bachelors,Professional,North America,Canada,British Columbia,N. Vancouver,70000.00,2013-02-07
11712,Shelby Rogers,1968-05-02,F,M,1,1,1,Partial College,Skilled Manual,North America,Canada,British Columbia,Haney,70000.00,2013-02-04
11713,Kyle Zhang,1967-09-17,M,M,1,1,1,Partial College,Skilled Manual,North America,United States,Washington,Kirkland,70000.00,2013-07-07
11714,Alexandria Long,1968-04-16,F,M,1,1,1,Partial College,Skilled Manual,North America,United States,California,San Diego,70000.00,2013-02-18
11715,Chloe Robinson,1968-03-20,F,M,1,1,1,Partial College,Skilled Manual,North America,United States,California,San Gabriel,70000.00,2013-12-26
11716,Evan Kelly,1967-04-20,M,S,4,1,2,High School,Skilled Manual,North America,United States,California,Daly City,40000.00,2013-05-31
11717,Marcus Jones,1972-08-29,M,M,1,0,1,Partial College,Skilled Manual,North America,United States,Oregon,Corvallis,60000.00,2013-05-25
11718,Sarah Jones,1972-11-10,F,M,1,1,1,Partial College,Skilled Manual,North America,United States,Oregon,Oregon City,60000.00,2013-03-06
11719,Blake Green,1971-05-05,M,M,4,1,2,High School,Skilled Manual,North America,Canada,British Columbia,Cliffside,40000.00,2013-04-26
11720,Morgan Morris,1965-09-23,F,M,4,1,2,High School,Skilled Manual,North America,United States,California,San Diego,40000.00,2013-05-17
11721,Jennifer Alexander,1971-01-18,F,M,4,1,2,High School,Skilled Manual,North America,United States,California,Lincoln Acres,40000.00,2013-06-15
11722,Julian Hughes,1965-12-30,M,M,1,1,1,Partial College,Skilled Manual,North America,United States,Washington,Bellingham,60000.00,2013-07-30
11723,Luke Coleman,1973-02-17,M,S,0,0,1,Partial College,Skilled Manual,North America,Canada,British Columbia,Shawnee,70000.00,2013-01-31
11724,Jason Carter,1972-10-12,M,S,0,0,1,Partial College,Skilled Manual,North America,Canada,British Columbia,Shawnee,70000.00,2013-02-05
11725,Jose Li,1973-03-16,M,S,0,0,1,Partial College,Skilled Manual,North America,United States,Washington,Burien,70000.00,2013-04-01
11726,Micah Liang,1973-01-13,M,S,0,0,1,Partial College,Skilled Manual,North America,United States,Washington,Burien,70000.00,2013-10-10
11727,Benjamin Taylor,1973-01-05,M,S,0,0,1,Graduate Degree,Professional,North America,United States,California,National City,60000.00,2011-10-12
11728,Logan White,1965-07-06,M,M,1,1,1,Partial College,Skilled Manual,North America,United States,Oregon,Woodburn,60000.00,2013-06-11
11729,Caleb Campbell,1971-05-03,M,M,1,1,1,Partial College,Skilled Manual,North America,United States,Washington,Kirkland,60000.00,2013-07-27
11730,Emma Torres,1966-04-01,F,M,1,1,1,Partial College,Skilled Manual,North America,United States,Washington,Redmond,60000.00,2013-05-11
11731,Tanya Gill,1966-02-16,F,M,1,1,1,Partial College,Skilled Manual,North America,United States,California,Burlingame,60000.00,2013-03-16
11732,Erick Sanchez,1970-02-04,M,M,1,1,1,Partial College,Skilled Manual,North America,United States,Ohio,Cincinnati,60000.00,2013-06-09
11733,Kristi Schmidt,1970-07-23,F,M,1,1,1,Partial College,Skilled Manual,North America,United States,California,Concord,60000.00,2014-01-01
11734,Omar Chen,1970-08-21,M,M,1,0,1,Partial College,Skilled Manual,North America,United States,California,Coronado,60000.00,2013-06-21
11735,Sydney Gray,1964-07-21,F,M,1,1,1,Partial College,Skilled Manual,North America,United States,Washington,Lynnwood,60000.00,2013-02-24
11736,Sebastian Sanchez,1970-09-21,M,M,1,0,1,Partial College,Skilled Manual,North America,United States,California,Fremont,60000.00,2013-10-17
11737,Megan Martin,1970-02-04,F,M,4,1,0,Bachelors,Professional,North America,United States,California,Redwood City,60000.00,2013-02-14
11738,Elijah Alexander,1970-10-05,M,M,4,1,0,Bachelors,Professional,North America,Canada,British Columbia,Oak Bay,60000.00,2013-02-02
11739,Aaron King,1964-11-10,M,M,2,1,1,Graduate Degree,Professional,North America,Canada,British Columbia,Shawnee,70000.00,2013-01-13
11740,Jan Hall,1964-10-21,F,M,5,0,3,Graduate Degree,Professional,North America,Canada,British Columbia,Vancouver,70000.00,2013-03-07
11741,Tamara Chander,1965-01-22,F,M,4,1,0,Graduate Degree,Professional,North America,United States,California,Chula Vista,80000.00,2011-10-15
11742,Edward Lewis,1964-05-01,M,S,3,0,1,Bachelors,Professional,North America,United States,California,Redwood City,60000.00,2011-10-03
11743,Chase Kelly,1974-09-09,M,M,1,1,1,Bachelors,Professional,North America,United States,California,Spring Valley,60000.00,2011-10-25
11744,Stephanie Campbell,1964-03-06,F,M,1,1,1,Bachelors,Professional,North America,United States,California,Spring Valley,60000.00,2013-04-13
11745,Allison Gonzalez,1964-04-11,F,M,1,1,1,Bachelors,Professional,North America,United States,Washington,Walla Walla,60000.00,2011-10-10
11746,Seth Brooks,1964-05-30,M,S,1,1,1,Bachelors,Professional,North America,United States,Washington,Tacoma,60000.00,2013-01-28
11747,Destiny Davis,1963-08-09,F,M,5,1,1,Graduate Degree,Professional,North America,United States,Washington,Edmonds,70000.00,2013-08-07
11748,Blake Hill,1964-01-15,M,M,5,1,1,Graduate Degree,Professional,North America,Canada,British Columbia,Victoria,70000.00,2013-06-07
11749,Eduardo Jackson,1980-09-09,M,M,4,0,1,Graduate Degree,Management,Pacific,Australia,New South Wales,Coffs Harbour,80000.00,2013-04-08
11750,Latoya She,1984-09-17,F,M,2,1,1,Bachelors,Professional,Pacific,Australia,New South Wales,Newcastle,60000.00,2011-07-14
11751,Victoria Gonzales,1976-01-14,F,M,4,1,1,Graduate Degree,Management,Pacific,Australia,Victoria,Melton,80000.00,2011-07-08
11752,Lauren Bryant,1981-05-03,F,M,4,1,1,Graduate Degree,Management,Pacific,Australia,New South Wales,Goulburn,80000.00,2013-02-27
11753,Felicia Ortega,1975-09-15,F,M,4,1,1,Graduate Degree,Management,Pacific,Australia,New South Wales,Coffs Harbour,80000.00,2013-04-19
11754,Janet Ortega,1976-01-05,F,M,2,1,0,Bachelors,Professional,Pacific,Australia,New South Wales,Malabar,90000.00,2011-07-16
11755,Willie Pal,1973-11-12,M,M,2,1,1,Bachelors,Professional,Pacific,Australia,Queensland,Hervey Bay,60000.00,2013-05-31
11756,Linda Ortega,1974-03-13,F,S,2,0,1,Bachelors,Professional,Pacific,Australia,New South Wales,St. Leonards,60000.00,2011-07-28
11757,Vincent Cai,1979-05-11,M,M,5,1,3,Bachelors,Professional,Pacific,Australia,Victoria,Cranbourne,70000.00,2013-02-23
11758,Colin Yuan,1979-12-19,M,M,5,1,3,Bachelors,Professional,Pacific,Australia,New South Wales,Darlinghurst,70000.00,2013-03-30
11759,Dawn Nath,1980-11-18,F,M,1,0,1,Graduate Degree,Management,Pacific,Australia,South Australia,Cloverdale,110000.00,2011-07-10
11760,Melody Moreno,1973-04-25,F,M,5,1,4,Bachelors,Professional,Pacific,Australia,South Australia,Findon,70000.00,2013-03-31
11761,Edgar Mehta,1972-10-16,M,S,5,1,4,Bachelors,Professional,Pacific,Australia,Tasmania,Hobart,70000.00,2011-08-05
11762,Randall Gomez,1984-02-17,M,M,5,1,4,Bachelors,Professional,Pacific,Australia,New South Wales,Wollongong,70000.00,2011-08-07
11763,Ross Fernandez,1972-08-10,M,M,5,1,2,Graduate Degree,Management,Pacific,Australia,New South Wales,Springwood,80000.00,2013-01-30
11764,Jessie Ramos,1973-01-13,F,S,5,1,3,Graduate Degree,Management,Pacific,Australia,New South Wales,Newcastle,80000.00,2011-09-09
11765,Marc Torres,1983-04-06,M,M,5,1,3,Bachelors,Professional,Pacific,Australia,New South Wales,North Ryde,80000.00,2011-09-12
11766,Candace Raman,1972-01-01,F,S,0,0,0,Bachelors,Professional,Pacific,Australia,Victoria,South Melbourne,90000.00,2011-09-19
11767,Meagan Madan,1977-05-20,F,S,0,0,0,Bachelors,Professional,Pacific,Australia,Queensland,Hawthorne,90000.00,2011-09-17
11768,Clayton Nara,1983-04-03,M,M,2,1,0,Bachelors,Professional,Pacific,Australia,South Australia,Perth,90000.00,2011-09-03
11769,Haley Hernandez,1979-02-14,F,S,0,1,0,Graduate Degree,Skilled Manual,North America,Canada,British Columbia,Newton,50000.00,2013-04-28
11770,Peter Nara,1979-02-20,M,S,0,0,0,Graduate Degree,Skilled Manual,North America,United States,Washington,Ballard,50000.00,2013-08-08
11771,Isaac Rivera,1979-04-07,M,S,0,0,0,Graduate Degree,Skilled Manual,North America,United States,Washington,Marysville,50000.00,2013-03-31
11772,Cameron Moore,1984-01-21,M,M,1,1,0,Graduate Degree,Skilled Manual,North America,United States,Washington,Tacoma,50000.00,2011-10-08
11773,Gavin Diaz,1979-01-03,M,S,1,1,0,Graduate Degree,Skilled Manual,North America,United States,California,El Cajon,50000.00,2011-10-23
11774,Emma Sanchez,1978-10-10,F,M,1,1,0,Graduate Degree,Skilled Manual,North America,United States,California,National City,50000.00,2011-10-26
11775,Sierra Roberts,1978-11-22,F,S,1,1,0,Graduate Degree,Skilled Manual,North America,United States,California,Palo Alto,50000.00,2011-10-03
11776,Seth Mitchell,1978-12-31,M,M,1,1,0,Graduate Degree,Skilled Manual,North America,United States,California,Santa Cruz,50000.00,2011-10-05
11777,Miranda Long,1978-01-21,F,S,1,1,0,Graduate Degree,Skilled Manual,North America,United States,California,Burlingame,40000.00,2011-10-14
11778,Haley Henderson,1976-09-17,F,S,1,1,0,Graduate Degree,Skilled Manual,North America,United States,Washington,Sedro Woolley,60000.00,2011-10-27
11779,Sarah Jackson,1977-01-15,F,S,1,1,0,Graduate Degree,Skilled Manual,North America,United States,Oregon,Woodburn,60000.00,2011-10-17
11780,Jessica Alexander,1977-05-19,F,S,1,1,0,Graduate Degree,Skilled Manual,North America,United States,Washington,Edmonds,60000.00,2011-10-15
11781,Carlos Gray,1976-09-06,M,M,1,1,0,Graduate Degree,Skilled Manual,North America,United States,California,Daly City,60000.00,2013-03-06
11782,Barbara Jai,1982-03-13,F,M,1,1,0,Graduate Degree,Skilled Manual,North America,United States,California,Burbank,60000.00,2013-08-02
11783,Sara Mitchell,1982-11-13,F,M,1,1,0,Graduate Degree,Skilled Manual,North America,United States,California,San Diego,60000.00,2013-03-23
11784,Jose Turner,1978-06-18,M,M,1,1,0,Graduate Degree,Skilled Manual,North America,Canada,British Columbia,Metchosin,40000.00,2013-04-12
11785,Theodore Diaz,1983-02-21,M,M,1,1,0,Bachelors,Skilled Manual,North America,United States,Washington,Ballard,40000.00,2013-04-21
11786,Ian Murphy,1978-03-13,M,S,1,1,0,Graduate Degree,Skilled Manual,North America,United States,Washington,Redmond,60000.00,2013-12-29
11787,Jerry Nath,1978-03-05,M,M,1,1,0,Graduate Degree,Skilled Manual,North America,United States,California,Burbank,60000.00,2013-10-13
11788,Destiny James,1977-08-18,F,S,1,1,0,Graduate Degree,Professional,North America,United States,California,Los Angeles,70000.00,2013-05-09
11789,Bailey Phillips,1981-02-16,F,M,1,1,0,Bachelors,Skilled Manual,North America,United States,California,National City,50000.00,2013-03-07
11790,Timothy Gonzalez,1981-05-17,M,M,1,1,0,Bachelors,Skilled Manual,North America,United States,California,Chula Vista,50000.00,2013-03-11
11791,Chase Morgan,1975-10-19,M,M,1,1,0,Graduate Degree,Professional,North America,United States,Washington,Spokane,60000.00,2013-09-29
11792,Alexia Perry,1974-11-24,F,M,1,1,1,Bachelors,Skilled Manual,North America,United States,California,Colma,40000.00,2013-05-03
11793,Xavier Rogers,1980-03-16,M,M,1,1,1,Bachelors,Skilled Manual,North America,United States,California,Burbank,40000.00,2013-02-04
11794,Lauren Ross,1975-05-01,F,S,2,1,0,Bachelors,Skilled Manual,North America,United States,California,Lakewood,40000.00,2013-11-28
11795,Nicole Thomas,1974-08-15,F,S,2,1,0,Bachelors,Skilled Manual,North America,United States,California,Downey,40000.00,2013-07-12
11796,Isabel Jenkins,1985-08-03,F,S,2,0,0,Bachelors,Skilled Manual,North America,United States,California,Downey,40000.00,2011-10-16
11797,Devin Coleman,1980-03-03,M,S,2,1,0,Bachelors,Skilled Manual,North America,United States,California,Oakland,40000.00,2011-10-14
11798,Brendan Chande,1974-08-12,M,M,2,1,0,Bachelors,Skilled Manual,North America,United States,Washington,Bremerton,40000.00,2011-10-15
11799,Jessie Wang,1980-09-09,M,M,2,1,0,Bachelors,Skilled Manual,North America,United States,Washington,Burien,40000.00,2011-10-10
11800,Jennifer Baker,1975-05-07,F,M,1,1,0,Graduate Degree,Professional,North America,United States,Oregon,Beaverton,60000.00,2013-08-10
11801,Aaron Sharma,1975-03-16,M,M,1,1,0,Graduate Degree,Professional,North America,United States,Oregon,Beaverton,60000.00,2013-12-12
11802,Madison Taylor,1977-02-05,F,M,1,1,0,Graduate Degree,Professional,North America,Canada,British Columbia,Oak Bay,60000.00,2013-02-25
11803,Jan Hernandez,1977-03-11,F,S,1,1,0,Graduate Degree,Professional,North America,United States,Washington,Olympia,60000.00,2013-07-29
11804,Haley Turner,1976-10-15,F,M,1,1,0,Graduate Degree,Professional,North America,United States,Washington,Redmond,60000.00,2013-05-29
11805,Richard Green,1976-09-08,M,M,2,1,0,Graduate Degree,Professional,North America,United States,California,Beverly Hills,70000.00,2013-04-23
11806,Jennifer Stewart,1982-08-06,F,M,2,1,0,Graduate Degree,Professional,North America,United States,California,Burlingame,70000.00,2013-02-21
11807,Lucas Baker,1977-03-03,M,M,3,1,0,Graduate Degree,Professional,North America,United States,California,National City,70000.00,2013-04-13
11808,James Parker,1974-10-10,M,M,1,1,0,Graduate Degree,Professional,North America,Canada,British Columbia,N. Vancouver,60000.00,2013-03-26
11809,Juan Gray,1973-07-01,M,M,2,1,0,Bachelors,Skilled Manual,North America,United States,California,Beverly Hills,60000.00,2011-10-21
11810,Antonio Washington,1978-01-03,M,S,0,0,1,Bachelors,Professional,North America,United States,Washington,Bremerton,40000.00,2011-10-20
11811,Abigail Brooks,1978-06-11,F,S,0,1,1,Bachelors,Professional,North America,United States,California,Colma,40000.00,2011-10-15
11812,Andrew Rodriguez,1973-03-21,M,M,0,0,1,Bachelors,Professional,North America,United States,Washington,Walla Walla,40000.00,2011-10-03
11813,Mary Patterson,1973-05-11,F,M,0,0,1,Bachelors,Professional,North America,United States,Oregon,W. Linn,40000.00,2011-10-16
11814,Dalton Morgan,1976-01-05,M,M,2,1,0,Graduate Degree,Professional,North America,United States,Oregon,Lake Oswego,60000.00,2013-06-23
11815,Hannah Patterson,1981-04-20,F,M,3,1,0,Graduate Degree,Professional,North America,United States,Washington,Tacoma,70000.00,2011-10-02
11816,Joe Torres,1981-10-19,M,M,4,1,0,Graduate Degree,Professional,North America,United States,California,Beverly Hills,70000.00,2011-10-02
11817,Morgan Miller,1981-11-23,F,S,4,1,0,Graduate Degree,Professional,North America,United States,California,Colma,70000.00,2011-10-13
11818,Daniel Garcia,1975-10-20,M,M,4,1,0,Graduate Degree,Professional,North America,United States,California,Coronado,70000.00,2011-10-21
11819,Jose Lal,1973-04-08,M,M,2,1,1,Bachelors,Skilled Manual,North America,United States,Washington,Everett,70000.00,2013-02-15
11820,Katelyn Lopez,1977-08-22,F,M,0,1,0,Graduate Degree,Professional,North America,Canada,British Columbia,Victoria,60000.00,2013-02-09
11821,Austin Johnson,1971-10-13,M,M,0,1,0,Graduate Degree,Professional,North America,United States,California,Beverly Hills,60000.00,2013-07-30
11822,Rohinton Wadia,1971-12-11,F,M,0,1,0,Graduate Degree,Professional,North America,United States,California,Lincoln Acres,60000.00,2013-05-20
11823,Morgan Turner,1977-10-20,F,M,0,1,0,Graduate Degree,Professional,North America,Canada,British Columbia,Metchosin,70000.00,2013-05-18
11824,Jill Martin,1977-10-03,F,M,4,1,0,Graduate Degree,Professional,North America,Canada,British Columbia,Newton,70000.00,2013-03-18
11825,Aimee She,1971-11-15,F,S,5,1,0,Graduate Degree,Professional,North America,United States,California,Bellflower,70000.00,2011-10-16
11826,Jessie Alonso,1971-08-15,F,M,5,1,0,Graduate Degree,Professional,North America,United States,California,Beverly Hills,70000.00,2011-10-27
11827,Sara Baker,1980-09-16,F,M,2,1,0,Graduate Degree,Professional,North America,Canada,British Columbia,Newton,60000.00,2013-02-20
11828,Katherine Martinez,1980-06-04,F,M,5,1,2,Graduate Degree,Professional,North America,United States,Oregon,Milwaukie,70000.00,2013-04-03
11829,Sophia Campbell,1975-05-02,F,M,5,1,2,Graduate Degree,Professional,North America,United States,Washington,Seattle,70000.00,2013-03-13
11830,Taylor Garcia,1974-07-15,F,M,3,1,0,Graduate Degree,Professional,North America,United States,California,Lincoln Acres,80000.00,2011-09-29
11831,Christian Ross,1975-05-24,M,M,3,1,0,Graduate Degree,Professional,North America,United States,California,San Carlos,80000.00,2011-10-27
11832,Zoe Murphy,1976-04-01,F,S,0,0,1,Bachelors,Professional,North America,United States,Washington,Walla Walla,40000.00,2013-02-18
11833,Oscar Price,1982-01-16,M,M,3,1,1,Bachelors,Skilled Manual,North America,Canada,British Columbia,Oak Bay,80000.00,2013-06-12
11834,Fernando Flores,1982-04-20,M,S,3,0,1,Bachelors,Skilled Manual,North America,United States,California,Mill Valley,80000.00,2011-10-22
11835,Elijah Russell,1970-12-17,M,S,3,1,2,Bachelors,Skilled Manual,North America,Canada,British Columbia,Metchosin,80000.00,2013-01-10
11836,Garrett Travers,1970-10-25,M,M,3,1,2,Bachelors,Skilled Manual,North America,United States,Washington,Everett,80000.00,2013-03-24
11837,Haley Alexander,1976-08-05,F,S,3,1,2,Bachelors,Skilled Manual,North America,United States,California,San Francisco,80000.00,2011-10-13
11838,Justin Rodriguez,1970-08-09,M,S,3,0,2,Bachelors,Skilled Manual,North America,United States,Oregon,Beaverton,80000.00,2013-05-31
11839,Tyler Brown,1976-07-21,M,S,0,1,1,Graduate Degree,Professional,North America,United States,California,Santa Monica,60000.00,2011-10-26
11840,Julian Patterson,1976-05-13,M,M,0,1,1,Graduate Degree,Professional,North America,United States,California,Lincoln Acres,60000.00,2013-04-30
11841,Sean Nelson,1969-09-13,M,M,0,0,1,Bachelors,Professional,North America,Canada,British Columbia,Langley,40000.00,2013-05-20
11842,Justin Wilson,1970-04-03,M,S,4,1,3,Bachelors,Skilled Manual,North America,United States,Washington,Olympia,50000.00,2013-05-12
11843,Christy Nara,1975-11-08,F,S,4,0,3,Bachelors,Skilled Manual,North America,United States,Oregon,Beaverton,50000.00,2013-02-07
